,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,valuation,funding,investors
646,Vectra Networks,$1B,2021-04-29,Artificial Intelligence,San Jose,United States,North America,2011,$352M,"IA Ventures, Khosla Ventures, AME Cloud Ventures",1000000000,352000000,"['IA Ventures', ' Khosla Ventures', ' AME Cloud Ventures']"
647,Venafi,$1B,2020-12-10,Cybersecurity,Salt Lake City,United States,North America,2000,$174M,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",1000000000,174000000,"['Pelion Venture Partners', ' Foundation Capital', ' Thoma Bravo']"
648,Wacai,$1B,2018-07-18,Mobile & telecommunications,Hangzhou,China,Asia,2009,$369M,"Qiming Venture Partners, China Broadband Capital, CDH Investments",1000000000,369000000,"['Qiming Venture Partners', ' China Broadband Capital', ' CDH Investments']"
649,WeBull,$1B,2021-02-18,Fintech,Changsha,China,Asia,2016,$230M,"Bojiang Capital, Hongdao Capital, Mobai Capital",1000000000,230000000,"['Bojiang Capital', ' Hongdao Capital', ' Mobai Capital']"
650,WTOIP,$1B,2018-04-08,Internet software & services,Guangzhou,China,Asia,2013,$307M,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital",1000000000,307000000,"['Dark Horse Technology Group', ' Hopu Investment Management', ' Kefa Capital']"
651,Xiaobing,$1B,2021-07-12,Fintech,Beijing,China,Asia,2020,Unknown,"NetEase Capital, Northern Light Venture Capital, Microsoft",1000000000,0,"['NetEase Capital', ' Northern Light Venture Capital', ' Microsoft']"
652,Xiaoe Tech,$1B,2021-06-15,Internet software & services,Shenzhen,China,Asia,2015,$149M,"GGV Capital, Hillhouse Capital Management, IDG Capital",1000000000,149000000,"['GGV Capital', ' Hillhouse Capital Management', ' IDG Capital']"
653,Yiguo,$1B,2016-11-09,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2005,$800M,"Alibaba Group, KKR, Goldman Sachs",1000000000,800000000,"['Alibaba Group', ' KKR', ' Goldman Sachs']"
654,Yimidida,$1B,2019-01-14,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,$554M,"Source Code Capital, Global Logistic Properties, K2VC",1000000000,554000000,"['Source Code Capital', ' Global Logistic Properties', ' K2VC']"
655,Yipin Shengxian,$1B,2019-03-11,E-commerce & direct-to-consumer,Hefei,China,Asia,2017,$658M,"Eastern Bell Capital, Capital Today, Longzhu Capital",1000000000,658000000,"['Eastern Bell Capital', ' Capital Today', ' Longzhu Capital']"
656,Ynsect,$1B,2019-02-21,Other,Evry,France,Europe,2011,$393M,"Astanor Ventures, Upfront Ventures, IDInvest Partners",1000000000,393000000,"['Astanor Ventures', ' Upfront Ventures', ' IDInvest Partners']"
657,Hello TransTech,$1B,2018-06-01,Auto & transportation,Shanghai,China,Asia,2016,$2B,"Ant Financial Services Group, GGV Capital",1000000000,2000000000,"['Ant Financial Services Group', ' GGV Capital']"
658,Miaoshou Doctor,$1B,2019-06-27,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,$947M,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",1000000000,947000000,"['Sequoia Capital China', ' Qiming Venture Partners', ' Tencent Holdings']"
659,ECARX,$1B,2020-10-26,Auto & transportation,Wuhan,China,Asia,2016,$394M,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund",1000000000,394000000,"['Geely', ' SIG Asia Investments', ' China State Capital Venture Capital Fund']"
660,Eat Just,$1B,2017-11-30,Consumer & retail,San Francisco,United States,North America,2011,$440M,"Khosla Ventures, Horizons Ventures, Founders Fund",1000000000,440000000,"['Khosla Ventures', ' Horizons Ventures', ' Founders Fund']"
661,Trumid,$1B,2020-07-15,Fintech,New York,United States,North America,2014,$660M,"T. Rowe Price, Dragoneer Investment Group, BlackRock",1000000000,660000000,"['T. Rowe Price', ' Dragoneer Investment Group', ' BlackRock']"
662,Qualia,$1B,2020-12-21,Fintech,San Francisco,United States,North America,2015,$160M,"8VC, Menlo Ventures, Tiger Global Management",1000000000,160000000,"['8VC', ' Menlo Ventures', ' Tiger Global Management']"
663,Beisen,$1B,2021-05-11,Internet software & services,Beijing,China,Asia,2002,$388M,"Matrix Partners China, Sequoia Capital China, Genesis Capital",1000000000,388000000,"['Matrix Partners China', ' Sequoia Capital China', ' Genesis Capital']"
664,Earnix,$1B,2021-02-21,Fintech,Giv'atayim,Israel,Asia,2001,$98M,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners",1000000000,98000000,"['Jerusalem Venture Partners', ' Israel Growth Partners', ' Insight Partners']"
665,Kujiale,$1B,2019-10-25,Internet software & services,Hangzhou,China,Asia,2011,$235M,"GGV Capital, IDG Capital, Linear Venture",1000000000,235000000,"['GGV Capital', ' IDG Capital', ' Linear Venture']"
666,Orca Security,$1B,2021-03-23,Cybersecurity,Portland,United States,North America,2019,$632M,"YL Ventures, Redpoint Ventures, GGV Capital",1000000000,632000000,"['YL Ventures', ' Redpoint Ventures', ' GGV Capital']"
667,Apus Group,$1B,2015-01-16,Mobile & telecommunications,Beijing,China,Asia,2014,$116M,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital",1000000000,116000000,"['Redpoint Ventures', ' QiMing Venture Partners', ' Chengwei Capital']"
668,Forte Labs,$1B,2021-05-12,Fintech,San Francisco,United States,North America,2018,$910M,"Iris Capital, Accel, Elaia Partners",1000000000,910000000,"['Iris Capital', ' Accel', ' Elaia Partners']"
669,CureFit,$1B,2021-11-10,Health,Bengaluru,India,Asia,2016,$665M,"Chiratae Ventures, Accel, Kalaari Capital",1000000000,665000000,"['Chiratae Ventures', ' Accel', ' Kalaari Capital']"
670,DT Dream,$1B,2017-06-08,Data management & analytics,Hangzhou,China,Asia,2015,$267M,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital",1000000000,267000000,"['Alibaba Group', ' China Everbright Investment Management', ' Yinxinggu Capital']"
671,fabric,$1B,2022-02-24,E-commerce & direct-to-consumer,Bellevue,United States,North America,2017,$294M,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",1000000000,294000000,"['Redpoint Ventures', ' Norwest Venture Partners', ' Sierra Ventures']"
672,JOLLY Information Technology,$1B,2018-05-29,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2008,$96M,"Legend Capital, CDH Investments, Sequoia Capital China",1000000000,96000000,"['Legend Capital', ' CDH Investments', ' Sequoia Capital China']"
673,K Health,$1B,2021-01-19,Health,New York,United States,North America,2016,$271M,"Max Ventures, Mangrove Capital Partners, 14W",1000000000,271000000,"['Max Ventures', ' Mangrove Capital Partners', ' 14W']"
674,Mofang Living,$1B,2016-04-13,E-commerce & direct-to-consumer,Shanghai,China,Asia,2009,$650M,"Warburg Pincus, Aviation Industry Corporation of China",1000000000,650000000,"['Warburg Pincus', ' Aviation Industry Corporation of China']"
675,Spendesk,$1B,2022-01-18,Fintech,Paris,France,Europe,2015,$314M,"Index Ventures, Eight Roads Ventures, General Atlantic",1000000000,314000000,"['Index Ventures', ' Eight Roads Ventures', ' General Atlantic']"
676,TaxBit,$1B,2021-08-04,Fintech,Draper,United States,North America,2018,$236M,"Insight Partners, Coinbase Ventures, PayPal Ventures",1000000000,236000000,"['Insight Partners', ' Coinbase Ventures', ' PayPal Ventures']"
677,XiaoZhu,$1B,2017-11-01,Travel,Beijing,China,Asia,2012,$572M,"Morningside Ventures, Capital Today, JOY Capital",1000000000,572000000,"['Morningside Ventures', ' Capital Today', ' JOY Capital']"
678,Yijiupi,$1B,2018-09-20,Consumer & retail,Beijing,China,Asia,2014,$511M,"Source Code Capital, Meituan Dianping, Tencent Holdings",1000000000,511000000,"['Source Code Capital', ' Meituan Dianping', ' Tencent Holdings']"
679,YunQuNa,$1B,2021-06-29,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,$207M,"Source Code Capital, Coatue Management, DCM Ventures",1000000000,207000000,"['Source Code Capital', ' Coatue Management', ' DCM Ventures']"
680,Bordrin Motors,$1B,2019-06-03,Auto & transportation,Shanghai,China,Asia,2016,$362M,"China Grand Prosperity Investment, CSC Group",1000000000,362000000,"['China Grand Prosperity Investment', ' CSC Group']"
681,Aleo,$1B,2022-02-07,Cybersecurity,San Francisco,United States,North America,2019,$228M,"Slow Ventures, Andreessen Horowitz, SoftBank Group",1000000000,228000000,"['Slow Ventures', ' Andreessen Horowitz', ' SoftBank Group']"
682,Coocaa,$1B,2018-03-16,Hardware,Shenzhen,China,Asia,2006,$218M,"Baidu, Tencent Holdings",1000000000,218000000,"['Baidu', ' Tencent Holdings']"
683,Gymshark,$1B,2020-08-14,E-commerce & direct-to-consumer,Solihull,United Kingdom,Europe,2012,$262M,General Atlantic,1000000000,262000000,['General Atlantic']
684,M1 Finance,$1B,2021-07-14,Fintech,Chicago,United States,North America,2015,$323M,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital",1000000000,323000000,"['Left Lane Capital', ' Clocktower Technology Ventures', ' Jump Capital']"
685,Ouyeel,$1B,2019-06-27,Internet software & services,Shanghai,China,Asia,2015,$432M,Taigang Venture Capital,1000000000,432000000,['Taigang Venture Capital']
686,SonderMind,$1B,2021-07-28,Health,Denver,United States,North America,2014,$183M,"Kickstart Fund, General Catalyst, Drive Capital",1000000000,183000000,"['Kickstart Fund', ' General Catalyst', ' Drive Capital']"
687,Astranis Space Technologies,$1B,2021-04-14,Mobile & telecommunications,San Francisco,United States,North America,2015,$303M,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund",1000000000,303000000,"['Refactor Capital', ' Andreessen Horowitz', ' Fifty Years Fund']"
688,Away,$1B,2019-05-15,E-commerce & direct-to-consumer,New York,United States,North America,2015,$181M,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",1000000000,181000000,"['Global Founders Capital', ' Comcast Ventures', ' Forerunner Ventures']"
689,Cabify,$1B,2018-01-22,Auto & transportation,Madrid,Spain,Europe,2011,$407M,"Seaya Ventures, Otter Rock Capital, Rakuten",1000000000,407000000,"['Seaya Ventures', ' Otter Rock Capital', ' Rakuten']"
690,Clarify Health,$1B,2022-04-05,Health,San Francisco,United States,North America,2015,$328M,"KKR, Aspenwood Ventures, Spark Capital",1000000000,328000000,"['KKR', ' Aspenwood Ventures', ' Spark Capital']"
691,Coda,$1B,2021-07-08,Internet software & services,Mountain View,United States,North America,2014,$240M,"Greylock Partners, General Catalyst, Khosla Ventures",1000000000,240000000,"['Greylock Partners', ' General Catalyst', ' Khosla Ventures']"
692,Deezer,$1B,2018-08-02,Internet software & services,Paris,France,Europe,2007,$532M,"Orange Digital Ventures, Access Industries",1000000000,532000000,"['Orange Digital Ventures', ' Access Industries']"
693,Degreed,$1B,2021-04-13,Edtech,Pleasanton,United States,North America,2012,$318M,"Signal Peak Ventures, Owl Ventures, Jump Capital",1000000000,318000000,"['Signal Peak Ventures', ' Owl Ventures', ' Jump Capital']"
694,Deliverect,$1B,2022-01-24,Fintech,Ghent,Belgium,Europe,2018,$237M,"Newion Partners, SmartFin Capital, OMERS Ventures",1000000000,237000000,"['Newion Partners', ' SmartFin Capital', ' OMERS Ventures']"
695,Envoy,$1B,2022-01-11,Internet software & services,San Francisco,United States,North America,2013,$170M,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",1000000000,170000000,"['Andreessen Horowitz', ' Initialized Capital', ' TriplePoint Capital']"
696,Epidemic Sound,$1B,2021-03-11,Internet software & services,Stockholm,Sweden,Europe,2009,$509M,"EQT Partners, Blackstone",1000000000,509000000,"['EQT Partners', ' Blackstone']"
697,Figment,$1B,2021-12-20,Internet software & services,Toronto,Canada,North America,2018,$165M,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",1000000000,165000000,"['Bonfire Ventures', ' Two Sigma Ventures', ' FJ Labs']"
698,Firebolt,$1B,2022-01-26,Data management & analytics,Tel Aviv,Israel,Asia,2019,$264M,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",1000000000,264000000,"['TLV Partners', ' Zeev Ventures', ' Bessemer Venture Partners']"
699,Five Star Business Finance,$1B,2021-03-26,Other,Chennai,India,Asia,1984,$456M,"Sequoia Capital India, Tiger Global Management, Tencent",1000000000,456000000,"['Sequoia Capital India', ' Tiger Global Management', ' Tencent']"
700,GupShup,$1B,2021-04-08,Internet software & services,San Francisco,United States,North America,2011,$384M,"Helion Venture Partners, Tiger Global management, CRV",1000000000,384000000,"['Helion Venture Partners', ' Tiger Global management', ' CRV']"
701,Kong,$1B,2020-12-31,Internet software & services,San Francisco,United States,North America,2007,$169M,"New Enterprise Associates, CRV, Index Ventures",1000000000,169000000,"['New Enterprise Associates', ' CRV', ' Index Ventures']"
702,Koudai,$1B,2014-10-23,E-commerce & direct-to-consumer,Beijing,China,Asia,2010,$368M,"New Enterprise Associates, Tiger Global management, Tencent",1000000000,368000000,"['New Enterprise Associates', ' Tiger Global management', ' Tencent']"
703,Panther Labs,$1B,2021-12-02,Cybersecurity,San Francisco,United States,North America,2018,$141M,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",1000000000,141000000,"['Innovation Endeavors', ' s28 Capital', ' Lightspeed Venture Partners']"
704,Papa,$1B,2021-11-04,Health,Miami,United States,North America,2016,$241M,"Initialized Capital, Canaan Partners, Sound Ventures",1000000000,241000000,"['Initialized Capital', ' Canaan Partners', ' Sound Ventures']"
705,Pristyn Care,$1B,2021-12-07,Health,Gurugram,India,Asia,2018,$177M,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",1000000000,177000000,"['Sequoia Capital India', ' Hummingbird Ventures', ' Epiq Capital']"
706,Rebel Foods,$1B,2021-10-07,E-commerce & direct-to-consumer,Pune,India,Asia,2011,$521M,"Sequoia Capital India, Lightbox Ventures, Coatue Management",1000000000,521000000,"['Sequoia Capital India', ' Lightbox Ventures', ' Coatue Management']"
707,Salt Security,$1B,2022-02-10,Cybersecurity,Palo Alto,United States,North America,2016,$271M,"Y Combinator, S Capital, Tenaya Capital",1000000000,271000000,"['Y Combinator', ' S Capital', ' Tenaya Capital']"
708,Scalable Capital,$1B,2021-06-08,Fintech,Munich,Germany,Europe,2014,$314M,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",1000000000,314000000,"['BlackRock', ' Tengelmann Ventures', ' Holtzbrinck Ventures']"
709,SparkCognition,$1B,2022-01-25,Artificial Intelligence,Austin,United States,North America,2013,$286M,"March Capital Partners, Temasek, Doha Venture Capital",1000000000,286000000,"['March Capital Partners', ' Temasek', ' Doha Venture Capital']"
710,Stash,$1B,2021-02-03,Fintech,New York,United States,North America,2015,$426M,"Goodwater Capital, Entree Capital, Valar Ventures",1000000000,426000000,"['Goodwater Capital', ' Entree Capital', ' Valar Ventures']"
711,Symphony,$1B,2017-05-16,Fintech,New York,United States,North America,2014,$511M,"BNP Paribas, Goldman Sachs, Google",1000000000,511000000,"['BNP Paribas', ' Goldman Sachs', ' Google']"
712,Tripledot,$1B,2022-02-14,Mobile & telecommunications,London,United Kingdom,Europe,2017,$202M,"Lightspeed Venture Partners, Access Industries, Eldridge",1000000000,202000000,"['Lightspeed Venture Partners', ' Access Industries', ' Eldridge']"
713,VideoAmp,$1B,2021-10-21,Internet software & services,Los Angeles,United States,North America,2014,$382M,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",1000000000,382000000,"['Simon Equity Partners', ' Wavemaker Partners', ' Anthem Venture Partners']"
714,Yidian Zixun,$1B,2017-10-17,Mobile & telecommunications,Beijing,China,Asia,2021,$151M,"Phoenix New Media, Tianjin Haihe Industry Fund",1000000000,151000000,"['Phoenix New Media', ' Tianjin Haihe Industry Fund']"
715,Yotpo,$1B,2021-03-18,Internet software & services,New York,United States,North America,2011,$436M,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",1000000000,436000000,"['Bessemer Venture Partners', ' Vintage Investment Partners', ' Blumberg Capital']"
716,Neon,$1B,2022-02-14,Fintech,Sao Paulo,Brazil,South America,2016,$720M,"Propel Venture Partners, Monashees+, BBVA",1000000000,720000000,"['Propel Venture Partners', ' Monashees+', ' BBVA']"
717,Veepee,$1B,2007-07-02,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,2001,Unknown,"Summit Partners, Qatar Holding",1000000000,0,"['Summit Partners', ' Qatar Holding']"
718,Alloy,$1B,2021-09-30,Fintech,New York,United States,North America,2015,$156M,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",1000000000,156000000,"['Bessemer Venture Partners', ' Eniac Ventures', ' Canapi Ventures']"
719,Epirus,$1B,2022-02-14,Other,Hawthorne,United States,North America,2018,$287M,"8VC, Bedrock Capital, Broom Ventures",1000000000,287000000,"['8VC', ' Bedrock Capital', ' Broom Ventures']"
720,Klook,$1B,2018-08-07,Travel,Central,Hong Kong,Asia,2014,$722M,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",1000000000,722000000,"['Sequoia Capital China', ' Goldman Sachs', ' Matrix Partners China']"
721,Yaoshibang,$1B,2021-06-15,Health,Guangzhou,China,Asia,2015,$496M,"Green Pine Capital Partners, Ivy Capital, DCM Ventures",1000000000,496000000,"['Green Pine Capital Partners', ' Ivy Capital', ' DCM Ventures']"
